hs10,180405,300577,-0.016468606472921886
hs10,193760,194691,-0.050095394468824515
hs10,200771,200883,-0.050095394468824515
hs10,320130,735608,-0.049763685251298206
hs10,323124,323248,-0.050095394468824515
hs10,327955,328065,-0.050095394468824515
hs10,476181,476444,-0.050095394468824515
hs10,483501,487110,-0.050095394468824515
hs10,674578,677195,-0.050095394468824515
hs10,687629,687718,-0.050095394468824515
hs10,695888,715521,-0.050095394468824515
hs10,852854,977645,0.05557130688871842
hs10,978966,988683,-0.050095394468824515
hs10,1017086,1034281,-0.04804564406078924
hs10,1034374,1065872,0.10391471916081436
hs10,1064850,1071799,-0.04952091669043264
hs10,1068570,1091365,-0.04521729988388416
hs10,1085092,1095059,0.18916497073102054
hs10,1088233,1088295,-0.050095394468824515
hs10,1095478,1178324,-0.03474335773704573
hs10,1205708,1331621,-0.04558973653651894
hs10,1223253,1779719,-0.04993704442356145
hs10,1247346,1254329,-0.050095394468824515
hs10,1332213,1335197,-0.050095394468824515
hs10,1403196,1403832,-0.050095394468824515
hs10,1568832,1599179,-0.050095394468824515
hs10,2978213,2978633,-0.050095394468824515
hs10,3052168,3055303,-0.050095394468824515
hs10,3084727,3089275,-0.050095394468824515
hs10,3107616,3108193,-0.04561758917002635
hs10,3108525,3179910,0.13363769143284698
hs10,3176758,3187358,-0.04997932409532382
hs10,3179920,3215033,0.08234602783184185
hs10,3183824,3210164,-0.04136386613156872
hs10,3475700,3545107,-0.04943728055217585
hs10,3818188,3827473,0.09455570228573054
hs10,5005445,5025475,-0.04990598404293662
hs10,5454520,5501019,-0.027949850063838533
hs10,5680830,5708558,-0.04860530674176268
hs10,5726801,5805703,-0.011004223341178771
hs10,5754137,5786030,-0.050095394468824515
hs10,5807186,5884095,0.5523748908523246
hs10,5818034,5818821,-0.050095394468824515
hs10,5855948,5856404,-0.03495847708251378
hs10,5903579,5931869,-0.03351844585803072
hs10,5903768,5904557,-0.050095394468824515
hs10,5932166,5979557,0.07102374767002731
hs10,5976233,5987863,-0.0493234634254308
hs10,5985602,6020150,-0.018205202524561804
hs10,6052652,6104333,-0.03453412499872683
hs10,6059017,6059157,-0.050095394468824515
hs10,6067941,6078390,-0.050095394468824515
hs10,6130997,6159420,0.07870432416633283
hs10,6186897,6296607,-0.014987387775451068
hs10,6191586,6191903,-0.050095394468824515
hs10,6194159,6194240,-0.050095394468824515
hs10,6239575,6244656,-0.050095394468824515
hs10,6287694,6287794,-0.050095394468824515
hs10,6313132,6395789,-0.04939222500559089
hs10,6335063,6336647,-0.050095394468824515
hs10,6392278,6394724,-0.048964953089549734
hs10,6622381,6658883,-0.04865133243625633
hs10,7200586,7453448,-0.02392160191739683
hs10,7337068,7337252,-0.050095394468824515
hs10,7486302,7514002,-0.047856530938292716
hs10,7792925,7829956,-0.043975128760622706
hs10,7830110,7849778,0.5162792861059473
hs10,7860468,8058594,-0.021745234689240635
hs10,7875581,7875920,-0.050095394468824515
hs10,8087341,8117161,-0.0457069084973224
hs10,8092413,8095447,-0.050095394468824515
hs10,8093504,8095047,-0.050095394468824515
hs10,10840360,11378674,0.03790310461514193
hs10,10959829,10994197,-0.050095394468824515
hs10,11002111,11012779,-0.050095394468824515
hs10,11052127,11053082,-0.050095394468824515
hs10,11072297,11072831,-0.050095394468824515
hs10,11113504,11147736,-0.050095394468824515
hs10,11210885,11213339,-0.047133664343003395
hs10,11358796,11361847,-0.0491136830229699
hs10,11495945,11653753,-0.033443778893665184
hs10,11653304,11654226,-0.050095394468824515
hs10,11721674,11722513,-0.04351736916417377
hs10,11784365,11806069,-0.021231043779600077
hs10,11865338,11914276,-0.04812029850711724
hs10,11891607,11936699,-0.050095394468824515
hs10,11962021,12085169,0.035381461746284766
hs10,11965180,11965287,-0.04895422200187592
hs10,12110953,12165220,0.005383224087955027
hs10,12158279,12158378,-0.034073376720817276
hs10,12171636,12211960,-0.02758990015364135
hs10,12172759,12172815,-0.050095394468824515
hs10,12187662,12187765,-0.047264412115509684
hs10,12207329,12238143,0.03347025158911909
hs10,12237964,12292588,0.2500522076918501
hs10,12286750,12289844,-0.036912095221326525
hs10,12391546,12877545,0.045952199618334896
hs10,12457927,12457999,-0.050095394468824515
hs10,12498482,12498630,-0.050095394468824515
hs10,12605150,12609350,-0.04935785360403899
hs10,12620752,12620822,-0.050095394468824515
hs10,12767253,12767352,-0.050095394468824515
hs10,12919459,13007275,-0.050095394468824515
hs10,12938625,13141652,-0.050095394468824515
hs10,12966679,12966785,-0.050095394468824515
hs10,13099902,13100676,-0.050095394468824515
hs10,13141449,13180308,0.06448355187479653
hs10,13146574,13146793,-0.050095394468824515
hs10,13181196,13181533,-0.04610467852841139
hs10,13201477,13201777,-0.04570511528844602
hs10,13203558,13253110,-0.031200374445018865
hs10,13263766,13276374,-0.04850562560889999
hs10,13319796,13344412,-0.04101986733069595
hs10,13359428,13390298,-0.01314401912268692
hs10,13628939,13672859,-0.00295348221605043
